name,salary_from,salary_to,salary_currency,area_name,published_at
Радиоинженер (тестирование РЭА),80000.0,,RUR,Москва,2022-12-29T09:25:06+0300
Руководитель проекта по работе маркетплейсами / Руководитель отдела E-commerce / Проджект-менеджер,50000.0,200000.0,RUR,Москва,2022-12-29T11:59:15+0300
Токарь,65000.0,,RUR,Челябинск,2022-12-29T08:36:14+0300
Программист 1C,160000.0,180000.0,RUR,Москва,2022-12-29T09:36:30+0300
"Ведущий администратор безопасности, системный администратор",50000.0,55000.0,RUR,Вологда,2022-12-29T08:10:59+0300
Копирайтер,20000.0,30000.0,RUR,Санкт-Петербург,2022-12-29T11:14:28+0300
Программист 1С,70000.0,,RUR,Челябинск,2022-12-29T07:09:38+0300
Механик транспортной службы,33850.0,,RUR,Мышкин,2022-12-29T11:41:42+0300
Инженер-технолог (программист),38000.0,,RUR,Северодвинск,2022-12-29T08:16:00+0300
Консультант техподдержки 1С (бухгалтерия),35000.0,60000.0,RUR,Самара,2022-12-29T10:58:14+0300
Оператор станков с ПУ,1800.0,3000.0,BYR,Минск,2022-12-29T10:09:58+0300
Менеджер по проектам,300000.0,,KZT,Алматы,2022-12-29T08:06:34+0300
Монтажник слаботочных систем/слаботочник (м.Ломоносовская),70000.0,100000.0,RUR,Санкт-Петербург,2022-12-29T11:03:11+0300
Главный системный аналитик,,230000.0,RUR,Москва,2022-12-29T09:57:57+0300
Начальник службы прикладного программного обеспечения,100000.0,,RUR,Магнитогорск,2022-12-29T07:57:37+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Тихвин,2022-12-29T09:55:22+0300
Специалист технического отдела,,55000.0,RUR,Кемерово,2022-12-29T06:00:25+0300
Механик по транспорту,80000.0,,RUR,Челябинск,2022-12-29T09:53:09+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Тула,2022-12-29T09:55:26+0300
Сетевой инженер,65000.0,,RUR,Санкт-Петербург,2022-12-29T10:04:34+0300
Системный аналитик / Systems Analyst,150000.0,200000.0,RUR,Москва,2022-12-29T10:12:10+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Чебоксары,2022-12-29T10:01:53+0300
Оператор станков с ПУ (расточная группа оборудования),70000.0,,RUR,Екатеринбург,2022-12-29T07:35:09+0300
Программист 1С WMS,150000.0,,RUR,Чехов,2022-12-29T10:56:25+0300
Специалист по информационной безопасности,100000.0,,RUR,Новосибирск,2022-12-29T11:52:42+0300
Слесарь по ремонту,60000.0,124000.0,RUR,Москва,2022-12-29T09:57:51+0300
Мастер по ремонту цифровой и бытовой техники,34400.0,41720.0,RUR,Иваново (Ивановская область),2022-12-29T09:38:18+0300
Инженер-наладчик (инженер-электрик),75000.0,78000.0,RUR,Санкт-Петербург,2022-12-29T10:48:44+0300
Дизайнер Кухонь (ТЦ Тандем),60000.0,120000.0,RUR,Ярославль,2022-12-29T09:16:35+0300
Оператор наладчик токарных станков с ПУ (Fanuc),50000.0,100000.0,RUR,Вахруши,2022-12-29T08:11:30+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Казань,2022-12-29T09:55:53+0300
Наладчик станков с ЧПУ,115000.0,120000.0,RUR,Челябинск,2022-12-29T10:08:21+0300
Оператор станков с ЧПУ,109000.0,,RUR,Брянск,2022-12-29T11:01:46+0300
Техник по подключению интернета,30000.0,,RUR,Великий Новгород,2022-12-29T09:04:44+0300
PHP Developer,80000.0,200000.0,RUR,Севастополь,2022-12-29T11:22:12+0300
Ведущий аналитик 1С:ЗУП,,150000.0,RUR,Москва,2022-12-29T11:38:52+0300
Старший системный администратор,,115000.0,RUR,Санкт-Петербург,2022-12-29T11:39:45+0300
Токарь,,50000.0,RUR,Нижний Новгород,2022-12-29T11:22:20+0300
Дежурный администратор баз данных (MSSQL DBA),176000.0,234000.0,RUR,Москва,2022-12-29T08:51:18+0300
Токарь - карусельщик,120000.0,,RUR,Челябинск,2022-12-29T10:32:54+0300
Инженер по ремонту,45000.0,,RUR,Муром,2022-12-29T08:39:46+0300
Инженер средств радио и телевидения (Аварийно-профилактическая группа Рославль),52000.0,52000.0,RUR,Рославль,2022-12-29T10:34:41+0300
Инженер монтажник систем видеонаблюдения/IT специалист слаботочных систем,80000.0,120000.0,RUR,Подольск (Московская область),2022-12-29T10:03:19+0300
Администратор проекта,,88000.0,RUR,Москва,2022-12-29T09:30:25+0300
Старший системный администратор,65000.0,75000.0,RUR,Санкт-Петербург,2022-12-29T09:58:48+0300
Программист – разработчик ПО,150000.0,200000.0,RUR,Нижний Новгород,2022-12-29T10:42:40+0300
Оператор станка с ЧПУ,100000.0,120000.0,RUR,Дмитров,2022-12-29T09:47:21+0300
Инженер-техник по ремонту развлекательных аппаратов,30000.0,,RUR,Самара,2022-12-29T10:08:11+0300
Оператор станков с ЧПУ,60000.0,,RUR,Екатеринбург,2022-12-29T09:31:08+0300
Наладчик швейного оборудования,55000.0,,RUR,Владимир,2022-12-29T11:41:06+0300
Редактор новостей,74712.0,74712.0,RUR,Москва,2022-12-29T11:23:14+0300
Токарь / Станочник широкого профиля,80000.0,140000.0,RUR,Уфа,2022-12-29T10:41:49+0300
Сетевой архитектор,100000.0,,RUR,Симферополь,2022-12-29T11:11:12+0300
Токарь 16к20 на завод,,100000.0,RUR,Магнитогорск,2022-12-29T10:00:41+0300
Дизайнер Интерьеров (Жилые Пространства),150000.0,,RUR,Москва,2022-12-29T10:05:03+0300
Станочник кромкооблицовочного станка с ЧПУ,70000.0,,RUR,Ногинск,2022-12-29T11:10:52+0300
Станочник широкого профиля,50000.0,,RUR,Ижевск,2022-12-29T10:05:53+0300
"Токарь-универсал 2,3,4 разряд",48090.0,54612.0,RUR,Якутск,2022-12-29T06:01:48+0300
Продавец-консультант по шторам (Дизайнер),50000.0,,RUR,Сургут,2022-12-29T11:10:19+0300
Маркетолог-аналитик,80000.0,,RUR,Москва,2022-12-29T09:39:38+0300
Специалист технической поддержки 1С,40000.0,,RUR,Ярославль,2022-12-29T10:58:32+0300
Мастер по обслуживанию абонентов,21230.0,29722.0,RUR,Подгоренский,2022-12-29T11:55:55+0300
Ведущий инженер механик по системам верхних приводов отдела главного механика,100000.0,120000.0,RUR,Краснодар,2022-12-29T11:49:18+0300
Программист 1С,150000.0,,RUR,Самара,2022-12-29T10:21:48+0300
Инженер-программист 1 категории,90000.0,120000.0,RUR,Москва,2022-12-29T09:43:55+0300
Специалист по сервисному обслуживанию банковского оборудования,45000.0,,RUR,Краснодар,2022-12-29T07:54:40+0300
Инженер-электроник,65000.0,,RUR,Самара,2022-12-29T09:17:58+0300
Машинист экструдера (ученик),1200.0,,BYR,Минск,2022-12-29T09:38:52+0300
Наладчик-оператор фрезерных станков с ЧПУ,70000.0,85000.0,RUR,Подольск (Московская область),2022-12-29T11:12:38+0300
PHP-программист,60000.0,80000.0,RUR,Иваново (Ивановская область),2022-12-29T11:28:06+0300
Senior PHP-разработчик,250000.0,300000.0,RUR,Москва,2022-12-29T10:26:19+0300
Токарь-универсал,2000.0,,BYR,Минск,2022-12-29T09:43:37+0300
Станочник широкого профиля,85000.0,100000.0,RUR,Мытищи,2022-12-29T11:45:06+0300
Оператор роботизированной сварки (ЧПУ),85000.0,,RUR,Москва,2022-12-29T10:28:16+0300
Инженер по КИПиА,120000.0,,RUR,Октябрьский (Республика Башкортостан),2022-12-29T09:18:41+0300
Инженер по ТЗИ,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-29T10:04:42+0300
Установщик интернет оборудования,35000.0,45000.0,RUR,Барнаул,2022-12-29T09:04:42+0300
Программист 1С,115000.0,,RUR,Екатеринбург,2022-12-29T11:01:24+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Уфа,2022-12-29T10:02:07+0300
Программист 1C 8,135000.0,160000.0,RUR,Минск,2022-12-29T10:59:12+0300
Оператор интернет-магазина (без продаж и холодных звонков),31000.0,37900.0,RUR,Владимир,2022-12-29T09:40:12+0300
Системный инженер,60000.0,,RUR,Сургут,2022-12-29T07:33:58+0300
Системный администратор,,150000.0,RUR,Москва,2022-12-29T10:20:03+0300
Менеджер проекта,50000.0,70000.0,RUR,Екатеринбург,2022-12-29T08:39:27+0300
Оператор станков с ЧПУ,109000.0,,RUR,Ярославль,2022-12-29T11:01:46+0300
Арт-директор,130000.0,,RUR,Москва,2022-12-29T11:20:48+0300
Фрезеровщик,80000.0,90000.0,RUR,Москва,2022-12-29T09:08:11+0300
Инженер-наладчик (инженер-электрик),75000.0,78000.0,RUR,Выборг,2022-12-29T10:50:18+0300
Middle java developer,,800000.0,KZT,Алматы,2022-12-29T06:39:10+0300
QA engineer (mobile),170000.0,,RUR,Санкт-Петербург,2022-12-29T11:33:43+0300
Монтажник слаботочных систем (ОПС),50000.0,,RUR,Екатеринбург,2022-12-29T07:52:59+0300
Токарь-универсал,2000.0,,BYR,Брест,2022-12-29T09:43:37+0300
Консультант 1С ERP / Аналитик 1С,80000.0,,RUR,Белгород,2022-12-29T11:11:33+0300
Дизайнер Кухонь (ТМК Гринн),70000.0,,RUR,Орел,2022-12-29T09:16:57+0300
Механик-планнер (инженер по выверке) на промышленное производство в г.Вольск,75000.0,95000.0,RUR,Саратов,2022-12-29T07:51:03+0300
Руководитель проектов,70000.0,,RUR,Санкт-Петербург,2022-12-29T11:23:13+0300
Ведущий инженер-программист С++,100000.0,,RUR,Санкт-Петербург,2022-12-29T09:48:46+0300
Аналитик данных,,51700.0,RUR,Саратов,2022-12-29T09:55:13+0300
Ruby-разработчик,,300000.0,RUR,Красноярск,2022-12-29T09:58:02+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Брянск,2022-12-29T10:02:03+0300
Токарь-карусельщик в г. Санкт-Петербург,,115200.0,RUR,Рязань,2022-12-29T10:02:30+0300
Начинающий специалист в отдел продаж,155000.0,,RUR,Москва,2022-12-29T11:08:44+0300
Техник по подключению новых абонентов,45000.0,75000.0,RUR,Тюмень,2022-12-29T09:04:42+0300
Монтажник слаботочных систем в Ростелеком,30000.0,75000.0,RUR,Пермь,2022-12-29T09:08:13+0300
"Системный архитектор 1С (со знанием ERP, производственный контур)",250000.0,,RUR,Москва,2022-12-29T11:27:24+0300
Техник по подключению новых абонентов,40000.0,60000.0,RUR,Ярославль,2022-12-29T09:04:43+0300
Оператор/наладчик станков и манипуляторов с ЧПУ (токарная группа),70000.0,,RUR,Санкт-Петербург,2022-12-29T09:02:41+0300
Инженер по обслуживанию робототехники,42000.0,,RUR,Рязань,2022-12-29T11:29:58+0300
Android разработчик,250000.0,,RUR,Москва,2022-12-29T10:16:32+0300
Фрезеровщик,,60000.0,RUR,Зыково,2022-12-29T08:15:04+0300
Сервисный инженер ИТС,,35000.0,RUR,Кемерово,2022-12-29T07:56:01+0300
"Оператор-наладчик (станки, прессы, штамповая и технологическая оснастка)",60000.0,70000.0,RUR,Екатеринбург,2022-12-29T11:54:34+0300
Начальник автотранспортного отдела,72414.0,,RUR,Старый Оскол,2022-12-29T08:54:01+0300
Фрезеровщик,110000.0,,RUR,Казань,2022-12-29T09:43:14+0300
Bасkend-разработчик middle (в офис),90000.0,,RUR,Чебоксары,2022-12-29T09:37:19+0300
Токарь в Санкт-Петербург (арматура для АЭС),,99000.0,RUR,Рязань,2022-12-29T09:56:54+0300
Оператор фрезерного станка с чпу,60000.0,80000.0,RUR,Подольск (Московская область),2022-12-29T11:17:17+0300
"Оператор станков с ПУ (эспандер, скрепка, производство калачей, лазер, различное оборудование)",33000.0,,RUR,Тольятти,2022-12-29T10:03:41+0300
Менеджер по продукту,150000.0,,RUR,Москва,2022-12-29T09:48:44+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Ижевск,2022-12-29T10:01:48+0300
Главный инженер,100000.0,120000.0,RUR,Екатеринбург,2022-12-29T10:12:00+0300
Сервисный инженер/механик,40000.0,,RUR,Нижний Новгород,2022-12-29T08:44:41+0300
Токарь,45600.0,,RUR,Челябинск,2022-12-29T10:08:09+0300
Токарь-универсал,49000.0,73000.0,RUR,Ижевск,2022-12-29T10:14:52+0300
Оператор станков с ЧПУ,1600.0,,BYR,Минск,2022-12-29T11:51:28+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Набережные Челны,2022-12-29T10:01:58+0300
Токарь в Санкт-Петербург (арматура для АЭС),,99000.0,RUR,Уфа,2022-12-29T09:56:29+0300
Оператор станка плазменной резки,60000.0,,RUR,Екатеринбург,2022-12-29T08:25:04+0300
Системный администратор,80000.0,,RUR,Химки,2022-12-29T11:32:25+0300
Оператор станков с ПУ (токарная и фрезерная группа),50000.0,,RUR,Краснодар,2022-12-29T09:33:20+0300
Техник по подключению,50000.0,,RUR,Челябинск,2022-12-29T11:27:30+0300
Аналитик,120000.0,,RUR,Москва,2022-12-29T11:15:35+0300
Оператор станков с ЧПУ,109000.0,,RUR,Саратов,2022-12-29T11:01:46+0300
Специалист по мониторингу,,45000.0,RUR,Южно-Сахалинск,2022-12-29T06:57:52+0300
Инженер по обслуживанию систем видеонаблюдения,45000.0,45000.0,RUR,Киров (Кировская область),2022-12-29T10:01:24+0300
Механик,,36000.0,RUR,Кемерово,2022-12-29T06:31:27+0300
Техник по эксплуатации (ст.м. Ладожская),,33000.0,RUR,Санкт-Петербург,2022-12-29T11:43:59+0300
Монтажник слаботочных систем,40000.0,70000.0,RUR,Новороссийск,2022-12-29T09:52:39+0300
Администратор 1С/Аналитик,80000.0,,RUR,Москва,2022-12-29T11:51:03+0300
Business architect (ERP),200000.0,300000.0,RUR,Москва,2022-12-29T11:44:07+0300
Механик,50000.0,50000.0,RUR,Новосибирск,2022-12-29T10:03:23+0300
Монтажник связи,70000.0,90000.0,RUR,Санкт-Петербург,2022-12-29T09:01:08+0300
Главный механик,50000.0,,RUR,Ульяновск,2022-12-29T07:48:51+0300
Токарь на станки с ЧПУ,50000.0,50000.0,RUR,Саранск,2022-12-29T11:09:30+0300
Механизатор самоходной гусеничной и погрузочной техники,80000.0,90000.0,RUR,Москва,2022-12-29T10:08:39+0300
Станочник форматно-раскроечного станка с ЧПУ,70000.0,,RUR,Ногинск,2022-12-29T10:15:25+0300
Программист 1С ЗУП\ЗКГУ,100000.0,,RUR,Москва,2022-12-29T11:18:13+0300
Оператор (наладчик) ЧПУ Токарная группа,,110000.0,RUR,Челябинск,2022-12-29T10:00:15+0300
Automation QA engineer (Python),,250000.0,RUR,Рязань,2022-12-29T10:35:05+0300
Инженер технической поддержки,42000.0,,RUR,Саратов,2022-12-29T09:55:07+0300
Специалист отдела технической поддержки,35000.0,50000.0,RUR,Краснодар,2022-12-29T09:08:03+0300
Механик,65000.0,72000.0,RUR,Долгопрудный,2022-12-29T09:33:20+0300
Оператор (наладчик) ЧПУ Токарная группа,,110000.0,RUR,Санкт-Петербург,2022-12-29T10:00:00+0300
Фрезеровщик,35000.0,60000.0,RUR,Краснодар,2022-12-29T11:48:43+0300
Механик / Линейный механик,130000.0,130000.0,RUR,Иркутск,2022-12-29T06:53:43+0300
Фрезеровщик в г. Калуга,100000.0,,RUR,Самара,2022-12-29T08:09:47+0300
Наладчик термопластавтоматов,70000.0,80000.0,RUR,Набережные Челны,2022-12-29T09:45:32+0300
Фрезеровщик 4-6 разряда,28000.0,,RUR,Пермь,2022-12-29T08:58:07+0300
Токарь-расточник,35000.0,60000.0,RUR,Краснодар,2022-12-29T11:48:47+0300
Web-дизайнер (офис Вологда),30000.0,80000.0,RUR,Вологда,2022-12-29T09:56:10+0300
Фрезеровщик,,60000.0,RUR,Дивногорск,2022-12-29T08:15:04+0300
Начальник автотранспортного отдела,72414.0,,RUR,Губкин,2022-12-29T08:53:57+0300
Программист микроконтроллеров (1 категории),155000.0,,RUR,Москва,2022-12-29T09:12:03+0300
Слесарь / оператор плазмы с чпу / плазморезчик,40000.0,60000.0,RUR,Калуга,2022-12-29T09:20:15+0300
Техник абонентской службы,31300.0,,RUR,Челябинск,2022-12-29T11:14:20+0300
Технический специалист (инженер),55000.0,60000.0,RUR,Екатеринбург,2022-12-29T06:08:32+0300
Инженер КИПиА (инженер-электроник),60000.0,60000.0,RUR,Кстово,2022-12-29T08:38:56+0300
Инженер по техническим средствам охраны и техническим средствам досмотра САБ,32000.0,,RUR,Красноярск,2022-12-29T09:21:00+0300
Маркетолог-аналитик,450000.0,,KZT,Алматы,2022-12-29T08:36:56+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Воронеж,2022-12-29T09:55:39+0300
Токарь 4-6 разряда,40000.0,,RUR,Пермь,2022-12-29T08:58:00+0300
Шлифовщик (г. Омск),107000.0,,RUR,Омск,2022-12-29T09:32:47+0300
Главный специалист по защите информации,80000.0,,RUR,Санкт-Петербург,2022-12-29T09:29:41+0300
Руководитель проектов внедрения систем Умный дом,100000.0,150000.0,RUR,Москва,2022-12-29T11:45:35+0300
Руководитель IT проектов,100000.0,180000.0,RUR,Нижний Новгород,2022-12-29T11:44:03+0300
Монтажник слаботочных систем,40000.0,50000.0,RUR,Кировск (Ленинградская область),2022-12-29T09:04:43+0300
Разработчик Power BI,,230000.0,RUR,Москва,2022-12-29T08:25:33+0300
Специалист технической поддержки,,45000.0,RUR,Оренбург,2022-12-29T11:29:21+0300
Механик по ремонту оборудования (холод)/Сервисный инженер,,110000.0,RUR,Москва,2022-12-29T11:07:53+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Челябинск,2022-12-29T09:55:58+0300
Слесарь механосборочных работ/шлифовщик,30000.0,60000.0,RUR,Рязань,2022-12-29T09:58:54+0300
Техник по подключению новых абонентов,34000.0,,RUR,Туапсе,2022-12-29T09:04:43+0300
Токарь-универсал,50000.0,105000.0,RUR,Уфа,2022-12-29T11:07:41+0300
Системный администратор Linux,,150000.0,RUR,Санкт-Петербург,2022-12-29T10:16:58+0300
Системный администратор,50000.0,,RUR,Красноярск,2022-12-29T10:12:26+0300
Руководитель проектов,65000.0,,RUR,Самара,2022-12-29T09:46:37+0300
Техник ТСО (технических средств охраны),38000.0,,RUR,Печора,2022-12-29T09:53:28+0300
Наладчик оборудования в производстве стеновых и вяжущих материалов,60000.0,,RUR,Новосибирск,2022-12-29T11:27:04+0300
Оператор станков с ЧПУ,109000.0,,RUR,Уфа,2022-12-29T11:01:46+0300
Аналитик (экономист по заработной плате),39700.0,39700.0,RUR,Коломна,2022-12-29T11:29:49+0300
Project-менеджер / проект-менеджер / менеджер проектов,35000.0,80000.0,RUR,Москва,2022-12-29T11:58:01+0300
Токарь 16к20 на завод,,100000.0,RUR,Тосно,2022-12-29T10:01:02+0300
Администратор баз данных (DBA) PostgreSQL,,220000.0,RUR,Красноярск,2022-12-29T09:57:24+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Набережные Челны,2022-12-29T09:55:48+0300
Ведущий инженер-тестировщик (QA Engineer),120000.0,,RUR,Екатеринбург,2022-12-29T09:53:48+0300
Токарь-универсал в Санкт-Петербург,,99000.0,RUR,Челябинск,2022-12-29T10:01:40+0300
Дизайнер Кухни (ТЦ Град),60000.0,,RUR,Воронеж,2022-12-29T09:17:07+0300
Токарь в Санкт-Петербург (арматура для АЭС),,99000.0,RUR,Нижний Новгород,2022-12-29T09:57:06+0300
Менеджер по проекту,250.0,350.0,KZT,Атырау,2022-12-29T10:47:03+0300
Механик по транспорту (УГАДН),70000.0,,RUR,Уфа,2022-12-29T06:45:53+0300
Программист 1С,100000.0,120000.0,RUR,Новосибирск,2022-12-29T11:55:39+0300
Ученик токаря,60000.0,,RUR,Ростов-на-Дону,2022-12-29T10:23:09+0300
Начальник отдела информационных технологий и информационной безопасности,60000.0,60000.0,RUR,Новосибирск,2022-12-29T11:05:42+0300
Инженер-механик производственного предприятия,50000.0,,RUR,Ростов-на-Дону,2022-12-29T10:11:58+0300
Фрезеровщик,70000.0,,RUR,Казань,2022-12-29T08:43:06+0300
Оператор станков с ЧПУ,50000.0,,RUR,Березовский (Свердловская область),2022-12-29T11:36:20+0300
Специалист по рекламе (дизайнер),50000.0,60000.0,RUR,Екатеринбург,2022-12-29T11:36:40+0300
Оператор токарного станка ЧПУ,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-29T11:31:36+0300
Оператор ЧПУ (Стойка MAZAK),110000.0,,RUR,Владимир,2022-12-29T09:56:14+0300
"Ведущий разработчик. NET (C#, fullstack)",150000.0,,RUR,Москва,2022-12-29T11:49:11+0300
Монтажник слаботочных систем,45000.0,,RUR,Калининград,2022-12-29T09:08:14+0300
Руководитель управления информационных технологий,150000.0,170000.0,RUR,Москва,2022-12-29T09:41:37+0300
Шлифовщик 5-6 разряда,60000.0,,RUR,Челябинск,2022-12-29T08:33:02+0300
Менеджер по поиску позиций (строительство сети мобильной связи),40000.0,80000.0,RUR,Симферополь,2022-12-29T11:11:13+0300
Инженер по ремонту оргтехники,65000.0,90000.0,RUR,Екатеринбург,2022-12-29T07:20:44+0300
Программист 1С,200000.0,,RUR,Москва,2022-12-29T11:50:54+0300
Оператор станков с программным управлением,50000.0,,RUR,Ижевск,2022-12-29T07:21:15+0300
Инженер слаботочных систем,,100000.0,RUR,Москва,2022-12-29T10:02:12+0300
Руководитель digital-проектов,55000.0,110000.0,RUR,Барнаул,2022-12-29T06:28:44+0300
Токарь,50000.0,,RUR,Усолье-Сибирское,2022-12-29T06:49:07+0300
Монтажник слаботочных систем,45000.0,,RUR,Вологда,2022-12-29T09:08:14+0300
Android разработчик - middle,,240000.0,RUR,Москва,2022-12-29T10:55:33+0300
Сервисный инженер промышленного оборудования,45000.0,110000.0,RUR,Нижний Новгород,2022-12-29T11:46:04+0300
Программист Java (embedded-системы),,300000.0,RUR,Санкт-Петербург,2022-12-29T10:37:30+0300
"Шлифовщик (плоская) , инструментальный дивизион",45000.0,76000.0,RUR,Ижевск,2022-12-29T07:34:09+0300
Инженер-системотехник,70000.0,75000.0,RUR,Калуга,2022-12-29T11:45:54+0300
Программист 1С,150000.0,,RUR,Мурманск,2022-12-29T10:12:05+0300
Оператор (наладчик) ЧПУ Токарная группа,,110000.0,RUR,Вологда,2022-12-29T10:00:26+0300
Системный администратор,35000.0,45000.0,RUR,Чита,2022-12-29T08:39:29+0300
Фрезеровщик,55000.0,90000.0,RUR,Нижний Новгород,2022-12-29T08:25:41+0300
Инженер - программист (НТК-3),60000.0,,RUR,Москва,2022-12-29T09:12:03+0300
Монтажник слаботочных систем,48000.0,,RUR,Воронеж,2022-12-29T10:20:54+0300
Токарь-универсал,60000.0,,RUR,Воронеж,2022-12-29T11:06:46+0300
Оператор фрезерного станка с чпу,60000.0,80000.0,RUR,Чехов,2022-12-29T11:17:17+0300
Инженер-электроник сектора технического обслуживания отдела АСУТП,,60000.0,RUR,Стерлитамак,2022-12-29T09:11:23+0300
Техник ОПС,45000.0,60000.0,RUR,Нижний Новгород,2022-12-29T10:10:05+0300
Сервисный инженер с функциями завскладом,,45000.0,RUR,Волгоград,2022-12-29T11:13:31+0300
Механик,65000.0,72000.0,RUR,Красногорск,2022-12-29T09:33:20+0300
Наладчик технологического оборудования,60000.0,,RUR,Кольчугино,2022-12-29T10:09:12+0300
Помощник бизнес-аналитика,,42000.0,RUR,Воронеж,2022-12-29T09:04:12+0300
Оператор - наладчик (инструментальный дивизион),40000.0,60000.0,RUR,Ижевск,2022-12-29T07:33:41+0300
Оператор-наладчик станков с ЧПУ,85000.0,120000.0,RUR,Екатеринбург,2022-12-29T11:00:24+0300
Программист 1С,120000.0,,RUR,Тюмень,2022-12-29T07:25:07+0300
C# guru (Senior C# developer),2000.0,,USD,Ташкент,2022-12-29T10:05:04+0300
Оператор-наладчик станков с ЧПУ,85000.0,120000.0,RUR,Верхняя Пышма,2022-12-29T11:00:24+0300
Программист-оператор токарного станка с ЧПУ,90000.0,120000.0,RUR,Москва,2022-12-29T11:55:46+0300
Оператор-наладчик станков с ЧПУ,70000.0,90000.0,RUR,Томск,2022-12-29T06:56:04+0300
Токарь-карусельщик в г. Санкт-Петербург,,115200.0,RUR,Ярославль,2022-12-29T10:02:26+0300
Маркетолог-аналитик,50000.0,80000.0,RUR,Екатеринбург,2022-12-29T06:08:36+0300
Оператор станка с ЧПУ лазерной резки,60000.0,,RUR,Апрелевка,2022-12-29T09:58:01+0300
Дизайнер корпусной мебели (ТЦ Сити Дом),60000.0,100000.0,RUR,Кемерово,2022-12-29T09:17:19+0300
Программист С++,110000.0,,RUR,Москва,2022-12-29T09:14:16+0300
Специалист по разработке АБС ЦФТ,200000.0,,RUR,Новосибирск,2022-12-29T10:27:43+0300
Инженер по ремонту оргтехники,65000.0,90000.0,RUR,Тюмень,2022-12-29T07:20:44+0300
Токарь-расточник,,65000.0,RUR,Дивногорск,2022-12-29T08:15:05+0300
Руководитель отдела технического обслуживания систем безопасности,90000.0,100000.0,RUR,Санкт-Петербург,2022-12-29T11:05:25+0300
Механик / Линейный механик,130000.0,130000.0,RUR,Братск,2022-12-29T06:53:44+0300
"Мастер по ремонту мелко-бытовой техники, принтеров",200000.0,300000.0,KZT,Астана,2022-12-29T10:25:54+0300
Ведущий технический писатель,130000.0,180000.0,RUR,Москва,2022-12-29T11:27:11+0300
Механик цеха,50577.0,,RUR,Усолье-Сибирское,2022-12-29T09:46:27+0300
Сборщица/сборщик РЭА и приборов,1000.0,,BYR,Минск,2022-12-29T09:02:18+0300
Ruby-программист / Разработчик Ruby on Rails (ROR) Mid / Senior,120000.0,300000.0,RUR,Нижний Новгород,2022-12-29T10:30:08+0300
Мастер по ремонту телефонов и планшетов,40000.0,70000.0,RUR,Москва,2022-12-29T10:18:41+0300
Техник по подключению новых абонентов,40000.0,,RUR,Жирновск,2022-12-29T09:04:43+0300
Ведущий инженер-программист,60000.0,65000.0,RUR,Новокузнецк,2022-12-29T06:53:00+0300
Системный администратор,45000.0,,RUR,Екатеринбург,2022-12-29T10:15:17+0300
Выездной инженер-механик по обслуживанию и ремонту спецтехники,100000.0,,RUR,Чита,2022-12-29T10:04:54+0300
Наладчик термопластавтоматов,70000.0,80000.0,RUR,Самара,2022-12-29T10:06:39+0300
Оператор (наладчик) ЧПУ Токарная группа,,110000.0,RUR,Нижний Новгород,2022-12-29T10:00:18+0300
Радиомонтажник,50000.0,,RUR,Москва,2022-12-29T09:54:38+0300
Оператор контактного центра,33000.0,48000.0,RUR,Новошахтинск,2022-12-29T10:03:11+0300
Системный администратор,30000.0,50000.0,RUR,Новосибирск,2022-12-29T06:06:55+0300
C&B аналитик,100000.0,,RUR,Москва,2022-12-29T10:12:26+0300
Токарь 16к20 на завод,,100000.0,RUR,Брянск,2022-12-29T10:00:51+0300
Сервисный инженер,40000.0,60000.0,RUR,Новокузнецк,2022-12-29T11:50:39+0300
Программист-разработчик 1С,200000.0,,RUR,Москва,2022-12-29T11:27:25+0300
Шлифовщик 4-6 разряда,40000.0,,RUR,Пермь,2022-12-29T08:57:47+0300
Middle+ Fullstack Javascript Developer,150000.0,,RUR,Новосибирск,2022-12-29T08:56:41+0300
Ученик мастера (м. Жулебино),70000.0,130000.0,RUR,Москва,2022-12-29T10:16:50+0300
Инженер сервисной службы,45000.0,,RUR,Рязань,2022-12-29T09:16:56+0300
Электромеханик погрузочного комплекса,70000.0,71000.0,RUR,Новокузнецк,2022-12-29T11:11:48+0300
Product Designer (UX/UI дизайнер),,180000.0,RUR,Москва,2022-12-29T11:48:03+0300
Техник слаботочных систем,80000.0,,RUR,Санкт-Петербург,2022-12-29T10:11:57+0300
"Второй механик на круизном судне ""Князь Владимир""",100000.0,,RUR,Севастополь,2022-12-29T10:52:37+0300
"Back-end разработчик (PHP 7, Symfony 5, PostgreSQL)",5000.0,,USD,Санкт-Петербург,2022-12-29T07:23:16+0300
Начинающий мастер по ремонту,80000.0,150000.0,RUR,Москва,2022-12-29T10:13:11+0300
